iter	RMSE
625	35385.34936
626	35372.85591
627	35352.15113
628	35347.48087
629	35334.08548
630	35324.89184
631	35308.1822
632	35299.68543
633	35278.04251
634	35256.18149
635	35243.10761
636	35228.40767
637	35212.06581
638	35188.15588
639	35177.83999
640	35135.29362
641	35130.05726
642	35119.98131
643	35110.76917
644	35102.35373
645	35100.22432
646	35093.24635
647	35080.73586
648	35039.69209
649	35021.54296
650	35014.6935
651	34990.63522
652	34970.94118
653	34954.86115
654	34927.66124
655	34908.08088
656	34889.88631
657	34881.65517
658	34853.17883
659	34835.77936
660	34817.23114
661	34809.00168
662	34802.0334
663	34779.78746
664	34764.34819
665	34748.81922
666	34740.97166
667	34711.81678
668	34707.2031
669	34693.36557
670	34668.08992
671	34660.35345
672	34646.58897
673	34628.46812
674	34621.06906
675	34612.82954
676	34605.29579
677	34592.10558
678	34579.448
679	34539.86557
680	34529.62944
681	34505.10757
682	34496.61723
683	34472.99695
684	34468.08555
685	34457.79577
686	34451.61875
687	34430.27205
688	34428.33713
689	34390.51976
690	34376.76501
691	34366.15074
692	34358.68213
693	34338.45476
694	34328.89403
695	34321.8146
696	34306.7545
697	34276.40075
698	34262.26393
699	34255.09407
700	34235.8717
701	34234.01835
702	34229.82125
703	34217.70976
704	34206.07973
705	34197.20277
706	34170.68454
707	34164.73447
708	34162.86363
709	34155.91733
710	34141.51927
711	34134.7875
712	34126.51707
713	34119.89219
714	34107.71747
715	34092.22784
716	34090.43614
717	34074.41366
718	34051.92294
719	34040.00358
720	34025.95126
721	34012.2911
722	33975.48082
723	33958.07554
724	33953.12025
725	33941.98684
726	33928.7024
727	33913.79132
728	33912.05983
729	33905.84338
730	33892.13303
731	33872.49788
732	33865.70018
733	33855.11649
734	33846.32385
735	33840.02268
736	33822.24563
737	33794.52108
738	33778.80217
739	33773.57173
740	33764.25859
741	33759.29203
742	33749.14396
743	33732.61176
744	33731.00055
745	33713.7991
746	33700.41065
747	33690.30639
748	33677.37508
749	33671.76489
750	33664.9242
751	33652.88689
752	33646.33914
753	33642.31173
754	33638.75393
755	33633.34812
756	33605.91409
757	33601.68264
758	33593.88489
759	33584.21494
760	33578.33016
761	33572.69486
762	33560.40647
763	33554.13695
764	33546.30798
765	33533.79959
766	33519.34498
767	33497.31394
768	33492.9297
769	33487.91348
770	33480.4019
771	33467.62965
772	33455.6232
773	33444.13598
774	33432.61239
775	33422.22856
776	33418.9093
777	33402.36314
778	33382.25637
779	33357.29636
780	33322.71848
781	33312.69225
782	33296.79242
783	33284.20769
784	33272.01784
785	33238.40333
786	33220.68916
787	33201.46867
788	33184.58508
789	33165.55372
790	33140.04203
791	33136.02932
792	33123.94795
793	33112.83213
794	33094.52148
795	33083.73395
796	33060.43105
797	33050.86906
798	33032.2619
799	33020.27055
800	33006.12904
801	32997.13838
802	32981.15149
803	32973.09611
804	32960.49935
805	32954.28214
806	32936.52317
807	32926.24108
808	32915.96262
809	32897.71774
810	32883.33073
811	32872.14799
812	32862.51727
813	32853.95559
814	32850.31938
815	32841.22682
816	32830.75682
817	32818.94977
818	32795.39799
819	32787.2226
820	32778.19971
821	32761.62919
822	32750.1138
823	32740.86022
824	32718.48025
825	32703.63073
826	32696.51525
827	32691.56335
828	32677.17503
829	32667.69576
830	32657.21893
831	32649.41433
832	32646.23893
833	32639.52172
834	32631.20625
835	32617.26217
836	32610.22592
837	32592.50039
838	32586.22755
839	32579.44654
840	32572.65171
841	32560.14052
842	32552.88266
843	32549.86121
844	32544.68496
845	32533.46503
846	32516.63638
847	32499.25788
848	32492.24455
849	32476.727
850	32461.7629
851	32455.94597
852	32447.61961
853	32444.92917
854	32425.80517
855	32410.66618
856	32397.20727
857	32387.91858
858	32370.876
859	32354.91877
860	32346.86991
861	32343.01713
862	32327.36841
863	32320.98939
864	32310.07391
865	32303.79988
866	32290.81545
867	32282.20291
868	32279.27775
869	32271.26303
870	32254.70597
871	32250.76544
872	32244.84836
873	32238.07659
874	32231.69355
875	32221.61776
876	32213.40904
877	32208.30904
878	32200.0554
879	32197.31025
880	32187.78311
881	32179.9435
882	32155.54959
883	32149.53804
884	32146.1696
885	32124.06224
886	32119.41886
887	32114.54978
888	32103.55033
889	32072.23302
890	32059.79649
891	32055.29561
892	32033.99248
893	32029.53353
894	32024.7219
895	32019.84696
896	32013.36836
897	32011.17306
898	31996.09135
899	31988.72838
900	31974.32781
901	31950.83537
902	31945.19257
903	31937.6154
904	31928.55305
905	31919.88902
906	31889.58876
907	31878.23001
908	31870.7985
909	31848.22253
910	31845.86968
911	31829.12894
912	31808.32019
913	31800.51389
914	31799.14356
915	31792.84745
916	31790.29876
917	31782.69365
918	31762.22419
919	31754.99354
920	31747.43641
921	31746.1763
922	31734.04416
923	31728.3232
924	31715.42579
925	31706.89096
926	31694.6147
927	31691.24714
928	31680.76045
929	31676.34754
930	31648.95484
931	31644.83322
932	31636.62885
933	31629.92122
934	31614.43972
935	31606.61208
936	31599.94292
937	31596.68548
938	31590.02312
939	31587.60475
940	31581.11848
941	31577.57404
942	31558.99343
943	31542.80845
944	31527.76872
945	31522.26351
946	31502.8558
947	31501.584
948	31490.29239
949	31483.94936
950	31477.50064
951	31469.77165
952	31466.62129
953	31446.70563
954	31440.33544
955	31427.87637
956	31408.69291
957	31400.92403
958	31396.95273
959	31383.75904
960	31378.13224
961	31368.34509
962	31356.36137
963	31351.27996
964	31345.13679
965	31337.46073
966	31324.73623
967	31309.39195
968	31304.89068
969	31299.34211
970	31294.54762
971	31288.03016
972	31284.98407
973	31270.90153
974	31265.3915
975	31264.82224
976	31252.12904
977	31245.7702
978	31240.30749
979	31238.51245
980	31236.39268
981	31231.43955
982	31213.50337
983	31203.52484
984	31199.32302
985	31193.42652
986	31189.19328
987	31177.55297
988	31170.60946
989	31166.85573
990	31157.81322
991	31150.30187
992	31144.28996
993	31125.24172
994	31118.27689
995	31114.37369
996	31107.37937
997	31101.11465
998	31096.83762
999	31070.93384
